"multilabel_id","query","filters","gold_answers","answer","context","exact_match","f1","exact_match_context_scope","f1_context_scope","exact_match_document_id_scope","f1_document_id_scope","exact_match_document_id_and_context_scope","f1_document_id_and_context_scope","gold_contexts","rank","document_ids","gold_document_ids","offsets_in_document","gold_offsets_in_documents","offsets_in_context","gold_offsets_in_contexts","gold_answers_exact_match","gold_answers_f1","gold_documents_id_match","gold_contexts_similarity","type","node","eval_mode","index"
"e7c0a40c60d50dc04ed540f139e4eba0","what is the form of mozart symphony no 40","","['G minor', 'minor key symphonies']","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[""Symphony No. 40 (Mozart) - wikipedia Symphony No. 40 (Mozart) Jump to: navigation, search Symphony No. 40 in G minor, KV. 550 was written by Wolfgang Amadeus Mozart in 1788. It is sometimes referred to as the ``Great G minor symphony'', to distinguish it from the ``Little G minor symphony'', No. 25. The two are the only extant minor key symphonies Mozart wrote. Contents (hide) 1 Composition 2 Premiere 3 The music 4 Reception 5 Influence 6 First recording 7 Media 8 Notes 9 References 10 External links Composition(edit) The date of completion of this symphony is known exactly, since Mozart in his mature years kept a full catalog of his completed works; he entered the 40th Symphony into it on 25 July 1788. Work on the symphony occupied an exceptionally productive period of just a few weeks during which time he also completed the 39th and 41st symphonies (26 June and 10 August, respectively). Nikolaus Harnoncourt conjectured that Mozart composed the three symphonies as a unified work, pointing, among other things, to the fact that the Symphony No. 40, as the middle work, has no introduction (unlike No. 39) and does not have a finale of the scale of"", ""Symphony No. 40 (Mozart) - wikipedia Symphony No. 40 (Mozart) Jump to: navigation, search Symphony No. 40 in G minor, KV. 550 was written by Wolfgang Amadeus Mozart in 1788. It is sometimes referred to as the ``Great G minor symphony'', to distinguish it from the ``Little G minor symphony'', No. 25. The two are the only extant minor key symphonies Mozart wrote. Contents (hide) 1 Composition 2 Premiere 3 The music 4 Reception 5 Influence 6 First recording 7 Media 8 Notes 9 References 10 External links Composition(edit) The date of completion of this symphony is known exactly, since Mozart in his mature years kept a full catalog of his completed works; he entered the 40th Symphony into it on 25 July 1788. Work on the symphony occupied an exceptionally productive period of just a few weeks during which time he also completed the 39th and 41st symphonies (26 June and 10 August, respectively). Nikolaus Harnoncourt conjectured that Mozart composed the three symphonies as a unified work, pointing, among other things, to the fact that the Symphony No. 40, as the middle work, has no introduction (unlike No. 39) and does not have a finale of the scale of""]",4.0,"","['f4bb0567d88d683037161094f03b5381-0', 'f4bb0567d88d683037161094f03b5381-0']","[{'start': 0, 'end': 0}]","[{'start': 109, 'end': 116}, {'start': 329, 'end': 349}]","[{'start': 0, 'end': 0}]","[{'start': 109, 'end': 116}, {'start': 329, 'end': 349}]","[0, 0]","[0, 0]","[0.0, 0.0]","[0.0, 0.0]","answer","Reader","integrated",3
"4375c77b22ede012cd1e8605593b6887","how much did disneyland paris cost to build","","['a construction budget of US$2.3 billion']","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[""information centre named ``Espace Euro Disney'' was opened to show the public what was being constructed. Plans for a theme park next to Euro Disneyland based on the entertainment industry, Disney-MGM Studios Europe, quickly went into development, scheduled to open in 1996 with a construction budget of US$2.3 billion. The construction manager was Bovis. Design and construction(edit) In order to provide lodging to patrons, it was decided that 5,200 Disney-owned hotel rooms would be built within the complex. In March 1988, Disney and a council of architects (Frank Gehry, Michael Graves, Robert A.M. Stern, Stanley Tigerman and Robert Venturi) decided on an exclusively American theme in which each hotel would depict a region of the United States. At the time of the opening in April 1992, seven hotels collectively housing 5,800 rooms had been built. An entertainment, shopping and dining complex based on Walt Disney World's Downtown Disney was designed by Frank Gehry. With its towers of oxidised silver and bronze-coloured stainless steel under a canopy of lights, it opened as Festival Disney. For a projected daily attendance of 55,000, Euro Disney planned to serve an estimated 14,000 people per hour inside the Euro Disneyland park. In order to accomplish""]",1.0,"","['63a4a3b8dfb3a603b54762467058268a-4']","[{'start': 0, 'end': 0}]","[{'start': 279, 'end': 318}]","[{'start': 0, 'end': 0}]","[{'start': 279, 'end': 318}]","[0]","[0]","[0.0]","[0.0]","answer","Reader","integrated",0
"4375c77b22ede012cd1e8605593b6887","how much did disneyland paris cost to build","","['a construction budget of US$2.3 billion']","Disneyland Resort Paris",". Retrieved 18 March 2013. Jump up ^ Disneyland Resort Paris. ``Disneyland Resort Paris Celebrates Its 200 millionth Visit'' (PDF). Disneyland Paris: ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[""information centre named ``Espace Euro Disney'' was opened to show the public what was being constructed. Plans for a theme park next to Euro Disneyland based on the entertainment industry, Disney-MGM Studios Europe, quickly went into development, scheduled to open in 1996 with a construction budget of US$2.3 billion. The construction manager was Bovis. Design and construction(edit) In order to provide lodging to patrons, it was decided that 5,200 Disney-owned hotel rooms would be built within the complex. In March 1988, Disney and a council of architects (Frank Gehry, Michael Graves, Robert A.M. Stern, Stanley Tigerman and Robert Venturi) decided on an exclusively American theme in which each hotel would depict a region of the United States. At the time of the opening in April 1992, seven hotels collectively housing 5,800 rooms had been built. An entertainment, shopping and dining complex based on Walt Disney World's Downtown Disney was designed by Frank Gehry. With its towers of oxidised silver and bronze-coloured stainless steel under a canopy of lights, it opened as Festival Disney. For a projected daily attendance of 55,000, Euro Disney planned to serve an estimated 14,000 people per hour inside the Euro Disneyland park. In order to accomplish""]",2.0,"['ad36f49833c3927c8339dfb4e45f1fe6-23']","['63a4a3b8dfb3a603b54762467058268a-4']","[{'start': 756, 'end': 779}]","[{'start': 279, 'end': 318}]","[{'start': 64, 'end': 87}]","[{'start': 279, 'end': 318}]","[0]","[0]","[0.0]","[45.63758389261745]","answer","Reader","integrated",1
"4375c77b22ede012cd1e8605593b6887","how much did disneyland paris cost to build","","['a construction budget of US$2.3 billion']","Disneyland Paris"," Five Attractions''. Disneyland. Jump up ^ The Good Life France. ``Disneyland Paris -- the Main Rides and Attractions.'' The Good Life France. The Goo",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[""information centre named ``Espace Euro Disney'' was opened to show the public what was being constructed. Plans for a theme park next to Euro Disneyland based on the entertainment industry, Disney-MGM Studios Europe, quickly went into development, scheduled to open in 1996 with a construction budget of US$2.3 billion. The construction manager was Bovis. Design and construction(edit) In order to provide lodging to patrons, it was decided that 5,200 Disney-owned hotel rooms would be built within the complex. In March 1988, Disney and a council of architects (Frank Gehry, Michael Graves, Robert A.M. Stern, Stanley Tigerman and Robert Venturi) decided on an exclusively American theme in which each hotel would depict a region of the United States. At the time of the opening in April 1992, seven hotels collectively housing 5,800 rooms had been built. An entertainment, shopping and dining complex based on Walt Disney World's Downtown Disney was designed by Frank Gehry. With its towers of oxidised silver and bronze-coloured stainless steel under a canopy of lights, it opened as Festival Disney. For a projected daily attendance of 55,000, Euro Disney planned to serve an estimated 14,000 people per hour inside the Euro Disneyland park. In order to accomplish""]",3.0,"['1f1da93b816648785488a7d1efa8dd6a-25']","['63a4a3b8dfb3a603b54762467058268a-4']","[{'start': 1096, 'end': 1112}]","[{'start': 279, 'end': 318}]","[{'start': 67, 'end': 83}]","[{'start': 279, 'end': 318}]","[0]","[0]","[0.0]","[44.29530201342282]","answer","Reader","integrated",2
"4375c77b22ede012cd1e8605593b6887","how much did disneyland paris cost to build","","['a construction budget of US$2.3 billion']","four"," 1985, the number of possible locations for the park had been reduced to four; two in France and two in Spain. Both nations saw the potential economic",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[""information centre named ``Espace Euro Disney'' was opened to show the public what was being constructed. Plans for a theme park next to Euro Disneyland based on the entertainment industry, Disney-MGM Studios Europe, quickly went into development, scheduled to open in 1996 with a construction budget of US$2.3 billion. The construction manager was Bovis. Design and construction(edit) In order to provide lodging to patrons, it was decided that 5,200 Disney-owned hotel rooms would be built within the complex. In March 1988, Disney and a council of architects (Frank Gehry, Michael Graves, Robert A.M. Stern, Stanley Tigerman and Robert Venturi) decided on an exclusively American theme in which each hotel would depict a region of the United States. At the time of the opening in April 1992, seven hotels collectively housing 5,800 rooms had been built. An entertainment, shopping and dining complex based on Walt Disney World's Downtown Disney was designed by Frank Gehry. With its towers of oxidised silver and bronze-coloured stainless steel under a canopy of lights, it opened as Festival Disney. For a projected daily attendance of 55,000, Euro Disney planned to serve an estimated 14,000 people per hour inside the Euro Disneyland park. In order to accomplish""]",4.0,"['664c2237640064f9e4bb39c5cfc3a31c-2']","['63a4a3b8dfb3a603b54762467058268a-4']","[{'start': 1080, 'end': 1084}]","[{'start': 279, 'end': 318}]","[{'start': 73, 'end': 77}]","[{'start': 279, 'end': 318}]","[0]","[0]","[0.0]","[46.97986577181208]","answer","Reader","integrated",3
"36dea92a74f53c98913074b8c01446a1","when did end of the road come out","","['1992']","October 27, 2009","num Searchable Database - ``End of the Road''. RIAA.com. Retrieved October 27, 2009) External links(edit) ``End of the Road'' Music Video on YouTube /",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[""End of the Road - wikipedia End of the Road Jump to: navigation, search For other uses, see End of the Road (disambiguation). ``End of the Road'' U.S. commercial cassette single Single by Boyz II Men from the album Boomerang (soundtrack) and Cooleyhighharmony (Reissue) B-side ``Remix'' Released June 30, 1992 (1992-06-30) Format CD maxi CD 7'' Recorded 1991, Philadelphia Genre R&B Length 5:48 (album version) 4:13 (single version) Label LaFace Arista Motown Songwriter(s) Kenneth ``Babyface'' Edmonds Antonio ``L.A.'' Reid Daryl Simmons Producer(s) Kenneth ``Babyface'' Edmonds Antonio ``L.A.'' Reid Daryl Simmons (co.) Boyz II Men singles chronology ``Please Don't Go'' (1992) ``End of the Road'' (1992) ``In the Still of the Nite (I Remember)'' (1992) ``Please Don't Go'' (1992) ``End of the Road'' (1992) ``In the Still of the Nite (I Remember)'' (1992) Music video ``End of the Road'' on YouTube ``End of the Road'' ``End of the Road'' from Cooleyhighharmony (1993 re-release) ``Al Final Del Camino'' Spanish language version from the same album Problems playing these files? See media help. ``End of the Road'' is a single recorded by American R&B group Boyz II Men for the Boomerang soundtrack. It was released in 1992 and written and produced by Kenneth""]",1.0,"['67630ec6d6f78c30fd6f0709507189a0-8']","['3bd4628cc0525c096c4c9a5dcfd8278b-0']","[{'start': 199, 'end': 215}]","[{'start': 1222, 'end': 1226}]","[{'start': 67, 'end': 83}]","[{'start': 1222, 'end': 1226}]","[0]","[0]","[0.0]","[52.666666666666664]","answer","Reader","integrated",0
"36dea92a74f53c98913074b8c01446a1","when did end of the road come out","","['1992']","1992","oad'' is a single recorded by American R&B group Boyz II Men for the Boomerang soundtrack. It was released in 1992 and written and produced by Kenneth",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""End of the Road - wikipedia End of the Road Jump to: navigation, search For other uses, see End of the Road (disambiguation). ``End of the Road'' U.S. commercial cassette single Single by Boyz II Men from the album Boomerang (soundtrack) and Cooleyhighharmony (Reissue) B-side ``Remix'' Released June 30, 1992 (1992-06-30) Format CD maxi CD 7'' Recorded 1991, Philadelphia Genre R&B Length 5:48 (album version) 4:13 (single version) Label LaFace Arista Motown Songwriter(s) Kenneth ``Babyface'' Edmonds Antonio ``L.A.'' Reid Daryl Simmons Producer(s) Kenneth ``Babyface'' Edmonds Antonio ``L.A.'' Reid Daryl Simmons (co.) Boyz II Men singles chronology ``Please Don't Go'' (1992) ``End of the Road'' (1992) ``In the Still of the Nite (I Remember)'' (1992) ``Please Don't Go'' (1992) ``End of the Road'' (1992) ``In the Still of the Nite (I Remember)'' (1992) Music video ``End of the Road'' on YouTube ``End of the Road'' ``End of the Road'' from Cooleyhighharmony (1993 re-release) ``Al Final Del Camino'' Spanish language version from the same album Problems playing these files? See media help. ``End of the Road'' is a single recorded by American R&B group Boyz II Men for the Boomerang soundtrack. It was released in 1992 and written and produced by Kenneth""]",2.0,"['3bd4628cc0525c096c4c9a5dcfd8278b-0']","['3bd4628cc0525c096c4c9a5dcfd8278b-0']","[{'start': 1222, 'end': 1226}]","[{'start': 1222, 'end': 1226}]","[{'start': 110, 'end': 114}]","[{'start': 1222, 'end': 1226}]","[1]","[1.0]","[1.0]","[100.0]","answer","Reader","integrated",1
"36dea92a74f53c98913074b8c01446a1","when did end of the road come out","","['1992']","July 18, 1992","ngle. ``End of the Road'' debuted at #53 on the Billboard Hot 100 on July 18, 1992. Within 4 weeks, it reached #1, holding the position for 13 consecu",0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,"[""End of the Road - wikipedia End of the Road Jump to: navigation, search For other uses, see End of the Road (disambiguation). ``End of the Road'' U.S. commercial cassette single Single by Boyz II Men from the album Boomerang (soundtrack) and Cooleyhighharmony (Reissue) B-side ``Remix'' Released June 30, 1992 (1992-06-30) Format CD maxi CD 7'' Recorded 1991, Philadelphia Genre R&B Length 5:48 (album version) 4:13 (single version) Label LaFace Arista Motown Songwriter(s) Kenneth ``Babyface'' Edmonds Antonio ``L.A.'' Reid Daryl Simmons Producer(s) Kenneth ``Babyface'' Edmonds Antonio ``L.A.'' Reid Daryl Simmons (co.) Boyz II Men singles chronology ``Please Don't Go'' (1992) ``End of the Road'' (1992) ``In the Still of the Nite (I Remember)'' (1992) ``Please Don't Go'' (1992) ``End of the Road'' (1992) ``In the Still of the Nite (I Remember)'' (1992) Music video ``End of the Road'' on YouTube ``End of the Road'' ``End of the Road'' from Cooleyhighharmony (1993 re-release) ``Al Final Del Camino'' Spanish language version from the same album Problems playing these files? See media help. ``End of the Road'' is a single recorded by American R&B group Boyz II Men for the Boomerang soundtrack. It was released in 1992 and written and produced by Kenneth""]",3.0,"['2957abbc82013e4a11404f68d6d55dce-2']","['3bd4628cc0525c096c4c9a5dcfd8278b-0']","[{'start': 959, 'end': 972}]","[{'start': 1222, 'end': 1226}]","[{'start': 69, 'end': 82}]","[{'start': 1222, 'end': 1226}]","[0]","[0.5]","[0.0]","[47.333333333333336]","answer","Reader","integrated",2
"36dea92a74f53c98913074b8c01446a1","when did end of the road come out","","['1992']","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[""End of the Road - wikipedia End of the Road Jump to: navigation, search For other uses, see End of the Road (disambiguation). ``End of the Road'' U.S. commercial cassette single Single by Boyz II Men from the album Boomerang (soundtrack) and Cooleyhighharmony (Reissue) B-side ``Remix'' Released June 30, 1992 (1992-06-30) Format CD maxi CD 7'' Recorded 1991, Philadelphia Genre R&B Length 5:48 (album version) 4:13 (single version) Label LaFace Arista Motown Songwriter(s) Kenneth ``Babyface'' Edmonds Antonio ``L.A.'' Reid Daryl Simmons Producer(s) Kenneth ``Babyface'' Edmonds Antonio ``L.A.'' Reid Daryl Simmons (co.) Boyz II Men singles chronology ``Please Don't Go'' (1992) ``End of the Road'' (1992) ``In the Still of the Nite (I Remember)'' (1992) ``Please Don't Go'' (1992) ``End of the Road'' (1992) ``In the Still of the Nite (I Remember)'' (1992) Music video ``End of the Road'' on YouTube ``End of the Road'' ``End of the Road'' from Cooleyhighharmony (1993 re-release) ``Al Final Del Camino'' Spanish language version from the same album Problems playing these files? See media help. ``End of the Road'' is a single recorded by American R&B group Boyz II Men for the Boomerang soundtrack. It was released in 1992 and written and produced by Kenneth""]",4.0,"","['3bd4628cc0525c096c4c9a5dcfd8278b-0']","[{'start': 0, 'end': 0}]","[{'start': 1222, 'end': 1226}]","[{'start': 0, 'end': 0}]","[{'start': 1222, 'end': 1226}]","[0]","[0]","[0.0]","[0.0]","answer","Reader","integrated",3
"1f05a0efe457c7599dd4a24aa518f95f","where were the soviet missiles located in cuba","","['San Cristóbal, Pinar del Río Province (now in Artemisa Province), in western Cuba']","palm trees","ld Khrushchev that the missiles would be concealed and camouflaged by palm trees. The Cuban leadership was further upset when in September, the US Con",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[""928 pictures on a path selected by DIA analysts, capturing images of what turned out to be an SS-4 construction site at San Cristóbal, Pinar del Río Province (now in Artemisa Province), in western Cuba. President notified(edit) On October 15, the CIA's National Photographic Interpretation Center (NPIC) reviewed the U-2 photographs and identified objects that they interpreted as medium range ballistic missiles. This identification was made, in part, on the strength of reporting provided by Oleg Penkovsky, a double agent in the GRU working for CIA and MI6. Although he provided no direct reports of the Soviet missile deployments to Cuba, technical and doctrinal details of Soviet missile regiments that had been provided by Penkovsky in the months and years prior to the Crisis helped NPIC analysts correctly identify the missiles on U-2 imagery. That evening, the CIA notified the Department of State and at 8:30 pm EDT, Bundy chose to wait until the next morning to tell the President. McNamara was briefed at midnight. The next morning, Bundy met with Kennedy and showed him the U-2 photographs and briefed him on the CIA's analysis of the images. At 6:30 pm EDT, Kennedy convened a meeting of the nine members""]",1.0,"['31ad5eafd2235dd8adfbe0c3ddba6e60-11']","['a937e171af0dd2f76c44fcde501a5882-17']","[{'start': 108, 'end': 118}]","[{'start': 120, 'end': 201}]","[{'start': 70, 'end': 80}]","[{'start': 120, 'end': 201}]","[0]","[0]","[0.0]","[44.666666666666664]","answer","Reader","integrated",0
"1f05a0efe457c7599dd4a24aa518f95f","where were the soviet missiles located in cuba","","['San Cristóbal, Pinar del Río Province (now in Artemisa Province), in western Cuba']","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[""928 pictures on a path selected by DIA analysts, capturing images of what turned out to be an SS-4 construction site at San Cristóbal, Pinar del Río Province (now in Artemisa Province), in western Cuba. President notified(edit) On October 15, the CIA's National Photographic Interpretation Center (NPIC) reviewed the U-2 photographs and identified objects that they interpreted as medium range ballistic missiles. This identification was made, in part, on the strength of reporting provided by Oleg Penkovsky, a double agent in the GRU working for CIA and MI6. Although he provided no direct reports of the Soviet missile deployments to Cuba, technical and doctrinal details of Soviet missile regiments that had been provided by Penkovsky in the months and years prior to the Crisis helped NPIC analysts correctly identify the missiles on U-2 imagery. That evening, the CIA notified the Department of State and at 8:30 pm EDT, Bundy chose to wait until the next morning to tell the President. McNamara was briefed at midnight. The next morning, Bundy met with Kennedy and showed him the U-2 photographs and briefed him on the CIA's analysis of the images. At 6:30 pm EDT, Kennedy convened a meeting of the nine members""]",2.0,"","['a937e171af0dd2f76c44fcde501a5882-17']","[{'start': 0, 'end': 0}]","[{'start': 120, 'end': 201}]","[{'start': 0, 'end': 0}]","[{'start': 120, 'end': 201}]","[0]","[0]","[0.0]","[0.0]","answer","Reader","integrated",1
"1f05a0efe457c7599dd4a24aa518f95f","where were the soviet missiles located in cuba","","['San Cristóbal, Pinar del Río Province (now in Artemisa Province), in western Cuba']","Caribbean region","asts regarding the dismantlement process of the Soviet R-12 missile bases located in the Caribbean region. The ships left Cuba on November 5 to 9. The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[""928 pictures on a path selected by DIA analysts, capturing images of what turned out to be an SS-4 construction site at San Cristóbal, Pinar del Río Province (now in Artemisa Province), in western Cuba. President notified(edit) On October 15, the CIA's National Photographic Interpretation Center (NPIC) reviewed the U-2 photographs and identified objects that they interpreted as medium range ballistic missiles. This identification was made, in part, on the strength of reporting provided by Oleg Penkovsky, a double agent in the GRU working for CIA and MI6. Although he provided no direct reports of the Soviet missile deployments to Cuba, technical and doctrinal details of Soviet missile regiments that had been provided by Penkovsky in the months and years prior to the Crisis helped NPIC analysts correctly identify the missiles on U-2 imagery. That evening, the CIA notified the Department of State and at 8:30 pm EDT, Bundy chose to wait until the next morning to tell the President. McNamara was briefed at midnight. The next morning, Bundy met with Kennedy and showed him the U-2 photographs and briefed him on the CIA's analysis of the images. At 6:30 pm EDT, Kennedy convened a meeting of the nine members""]",3.0,"['e1a269c7371da210ddba99761f107e0b-50']","['a937e171af0dd2f76c44fcde501a5882-17']","[{'start': 1179, 'end': 1195}]","[{'start': 120, 'end': 201}]","[{'start': 89, 'end': 105}]","[{'start': 120, 'end': 201}]","[0]","[0]","[0.0]","[49.33333333333333]","answer","Reader","integrated",2
"1f05a0efe457c7599dd4a24aa518f95f","where were the soviet missiles located in cuba","","['San Cristóbal, Pinar del Río Province (now in Artemisa Province), in western Cuba']","Cuba","targets was one.'' A second reason that Soviet missiles were deployed to Cuba was because Khrushchev wanted to bring West Berlin, controlled by the Am",0.0,0.14285714285714288,0.0,0.0,0.0,0.0,0.0,0.0,"[""928 pictures on a path selected by DIA analysts, capturing images of what turned out to be an SS-4 construction site at San Cristóbal, Pinar del Río Province (now in Artemisa Province), in western Cuba. President notified(edit) On October 15, the CIA's National Photographic Interpretation Center (NPIC) reviewed the U-2 photographs and identified objects that they interpreted as medium range ballistic missiles. This identification was made, in part, on the strength of reporting provided by Oleg Penkovsky, a double agent in the GRU working for CIA and MI6. Although he provided no direct reports of the Soviet missile deployments to Cuba, technical and doctrinal details of Soviet missile regiments that had been provided by Penkovsky in the months and years prior to the Crisis helped NPIC analysts correctly identify the missiles on U-2 imagery. That evening, the CIA notified the Department of State and at 8:30 pm EDT, Bundy chose to wait until the next morning to tell the President. McNamara was briefed at midnight. The next morning, Bundy met with Kennedy and showed him the U-2 photographs and briefed him on the CIA's analysis of the images. At 6:30 pm EDT, Kennedy convened a meeting of the nine members""]",4.0,"['7b3b3016c4dc7f6563aeef0352e3ff5f-8']","['a937e171af0dd2f76c44fcde501a5882-17']","[{'start': 155, 'end': 159}]","[{'start': 120, 'end': 201}]","[{'start': 73, 'end': 77}]","[{'start': 120, 'end': 201}]","[0]","[0.14285714285714288]","[0.0]","[52.0]","answer","Reader","integrated",3
"b8e0d3a8759d3bfa8df3bee22f623b9c","where was the capital of the habsburg empire located","","['Vienna, except from 1583 to 1611, when it was moved to Prague']","Vienna","ser ``God Save Emperor Francis'' The Habsburg Monarchy in 1789. Capital Vienna (1526--1583) Prague (1583--1611) Vienna (1611--1804) Languages Official",0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,"[""Empire Today part of Austria Belgium Bosnia-Herzegovina Croatia Czech Republic France Germany Hungary Italy Liechtenstein Luxembourg Netherlands Poland Romania Serbia Slovakia Slovenia Switzerland Ukraine ^a Main religion of the Czech people, in the Kingdom of Bohemia recognized until 1627 when it was forbidden. ^b German replaced Latin as the official language of the Empire in 1784. The Habsburg Monarchy (German: Habsburgermonarchie) or Empire is an unofficial appellation among historians for the countries and provinces that were ruled by the junior Austrian branch of the House of Habsburg between 1521 and 1780 and then by the successor branch of Habsburg-Lorraine until 1918. The Monarchy was a composite state composed of territories within and outside the Holy Roman Empire, united only in the person of the monarch. The dynastic capital was Vienna, except from 1583 to 1611, when it was moved to Prague. From 1804 to 1867 the Habsburg Monarchy was formally unified as the Austrian Empire, and from 1867 to 1918 as the Austro-Hungarian Empire. The head of the Austrian branch of the House of Habsburg was often elected Holy Roman Emperor: from 1415 until the Empire's dissolution in 1806, Charles VII of Bavaria (1742--1745) was the only Holy Roman Emperor""]",1.0,"['30e9ac06af98a470b89f377e8215aa40-0']","['54ed093fde51ed7168641197f717a266-1']","[{'start': 631, 'end': 637}]","[{'start': 854, 'end': 915}]","[{'start': 72, 'end': 78}]","[{'start': 854, 'end': 915}]","[0]","[0.15384615384615385]","[0.0]","[43.99999999999999]","answer","Reader","integrated",0
"b8e0d3a8759d3bfa8df3bee22f623b9c","where was the capital of the habsburg empire located","","['Vienna, except from 1583 to 1611, when it was moved to Prague']","Vienna","ire, united only in the person of the monarch. The dynastic capital was Vienna, except from 1583 to 1611, when it was moved to Prague. From 1804 to 18",0.0,0.15384615384615385,0.0,0.15384615384615385,0.0,0.15384615384615385,0.0,0.15384615384615385,"[""Empire Today part of Austria Belgium Bosnia-Herzegovina Croatia Czech Republic France Germany Hungary Italy Liechtenstein Luxembourg Netherlands Poland Romania Serbia Slovakia Slovenia Switzerland Ukraine ^a Main religion of the Czech people, in the Kingdom of Bohemia recognized until 1627 when it was forbidden. ^b German replaced Latin as the official language of the Empire in 1784. The Habsburg Monarchy (German: Habsburgermonarchie) or Empire is an unofficial appellation among historians for the countries and provinces that were ruled by the junior Austrian branch of the House of Habsburg between 1521 and 1780 and then by the successor branch of Habsburg-Lorraine until 1918. The Monarchy was a composite state composed of territories within and outside the Holy Roman Empire, united only in the person of the monarch. The dynastic capital was Vienna, except from 1583 to 1611, when it was moved to Prague. From 1804 to 1867 the Habsburg Monarchy was formally unified as the Austrian Empire, and from 1867 to 1918 as the Austro-Hungarian Empire. The head of the Austrian branch of the House of Habsburg was often elected Holy Roman Emperor: from 1415 until the Empire's dissolution in 1806, Charles VII of Bavaria (1742--1745) was the only Holy Roman Emperor""]",2.0,"['54ed093fde51ed7168641197f717a266-1']","['54ed093fde51ed7168641197f717a266-1']","[{'start': 854, 'end': 860}]","[{'start': 854, 'end': 915}]","[{'start': 72, 'end': 78}]","[{'start': 854, 'end': 915}]","[0]","[0.15384615384615385]","[1.0]","[100.0]","answer","Reader","integrated",1
"b8e0d3a8759d3bfa8df3bee22f623b9c","where was the capital of the habsburg empire located","","['Vienna, except from 1583 to 1611, when it was moved to Prague']","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[""Empire Today part of Austria Belgium Bosnia-Herzegovina Croatia Czech Republic France Germany Hungary Italy Liechtenstein Luxembourg Netherlands Poland Romania Serbia Slovakia Slovenia Switzerland Ukraine ^a Main religion of the Czech people, in the Kingdom of Bohemia recognized until 1627 when it was forbidden. ^b German replaced Latin as the official language of the Empire in 1784. The Habsburg Monarchy (German: Habsburgermonarchie) or Empire is an unofficial appellation among historians for the countries and provinces that were ruled by the junior Austrian branch of the House of Habsburg between 1521 and 1780 and then by the successor branch of Habsburg-Lorraine until 1918. The Monarchy was a composite state composed of territories within and outside the Holy Roman Empire, united only in the person of the monarch. The dynastic capital was Vienna, except from 1583 to 1611, when it was moved to Prague. From 1804 to 1867 the Habsburg Monarchy was formally unified as the Austrian Empire, and from 1867 to 1918 as the Austro-Hungarian Empire. The head of the Austrian branch of the House of Habsburg was often elected Holy Roman Emperor: from 1415 until the Empire's dissolution in 1806, Charles VII of Bavaria (1742--1745) was the only Holy Roman Emperor""]",3.0,"","['54ed093fde51ed7168641197f717a266-1']","[{'start': 0, 'end': 0}]","[{'start': 854, 'end': 915}]","[{'start': 0, 'end': 0}]","[{'start': 854, 'end': 915}]","[0]","[0]","[0.0]","[0.0]","answer","Reader","integrated",2
